# Run complete. Total time: 06:38:31

Benchmark                                                                                                                                  (fileUnderTest)  Mode  Samples        Score        Error  Units
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqThenDeq                                  src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     4841.168 ±   1758.939  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqThenDeq                                 src/bench/benchCases/DescendingOrder_10000.txt  avgt       20    22097.300 ±  11577.774  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqThenDeq                                src/bench/benchCases/DescendingOrder_100000.txt  avgt       20   195530.251 ±  26194.118  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqThenDeq                               src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20  2142888.778 ± 122497.424  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_4Threads_DeqOnly                                      src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     5349.624 ±  11832.478  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_4Threads_DeqOnly                                     src/bench/benchCases/DescendingOrder_10000.txt  avgt       20    10054.520 ±   1043.539  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_4Threads_DeqOnly                                    src/bench/benchCases/DescendingOrder_100000.txt  avgt       20   123454.773 ±  12774.174  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_4Threads_DeqOnly                                   src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20  1138915.262 ±  94675.720  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqAndDeqSimultaneously                      src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     3915.026 ±   3149.198  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqAndDeqSimultaneously                     src/bench/benchCases/DescendingOrder_10000.txt  avgt       20    27658.729 ±  19087.083  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqAndDeqSimultaneously                    src/bench/benchCases/DescendingOrder_100000.txt  avgt       20   196066.894 ±  17291.035  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqAndDeqSimultaneously                   src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20  2076168.389 ± 248493.987  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqOnly                                      src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     2257.577 ±   1100.422  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqOnly                                     src/bench/benchCases/DescendingOrder_10000.txt  avgt       20    12034.989 ±  11261.693  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqOnly                                    src/bench/benchCases/DescendingOrder_100000.txt  avgt       20    56956.484 ±   1238.083  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqOnly                                   src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20   694167.127 ±  55038.593  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqThenDeq                                   src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     5435.757 ±   3267.330  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqThenDeq                                  src/bench/benchCases/DescendingOrder_10000.txt  avgt       20    19107.154 ±   9356.679  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqThenDeq                                 src/bench/benchCases/DescendingOrder_100000.txt  avgt       20   171865.259 ±  14599.839  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqThenDeq                                src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20  2103777.146 ± 127963.639  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_8Threads_DeqOnly                                      src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     2908.462 ±   1809.016  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_8Threads_DeqOnly                                     src/bench/benchCases/DescendingOrder_10000.txt  avgt       20    12707.569 ±  13689.210  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_8Threads_DeqOnly                                    src/bench/benchCases/DescendingOrder_100000.txt  avgt       20   120808.882 ±  24561.028  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_8Threads_DeqOnly                                   src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20  1029460.000 ±  49403.327  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqAndDeqSimultaneously                      src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     3311.576 ±   2002.851  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqAndDeqSimultaneously                     src/bench/benchCases/DescendingOrder_10000.txt  avgt       20    24890.551 ±  15748.404  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqAndDeqSimultaneously                    src/bench/benchCases/DescendingOrder_100000.txt  avgt       20   202405.211 ±  29935.674  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqAndDeqSimultaneously                   src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20  1974008.709 ± 235094.877  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqOnly                                      src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     2714.056 ±   1083.640  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqOnly                                     src/bench/benchCases/DescendingOrder_10000.txt  avgt       20     5647.621 ±   1039.098  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqOnly                                    src/bench/benchCases/DescendingOrder_100000.txt  avgt       20    67854.568 ±  19285.071  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqOnly                                   src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20   697248.830 ±  52172.451  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqThenDeq                                   src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     1917.881 ±    713.910  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqThenDeq                                  src/bench/benchCases/DescendingOrder_10000.txt  avgt       20    16852.216 ±   9729.434  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqThenDeq                                 src/bench/benchCases/DescendingOrder_100000.txt  avgt       20   174284.055 ±  28234.025  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqThenDeq                                src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20  1865000.391 ± 110842.406  us/op
